Date,Oil_Price
29-Apr-22,108.36
3-May-22,104.94
4-May-22,110.53
5-May-22,112.11
6-May-22,113.86
9-May-22,106.67
10-May-22,102.61
11-May-22,107.7
12-May-22,108.06
13-May-22,112.12
16-May-22,114.86
17-May-22,112.89
18-May-22,110.04
19-May-22,113.22
20-May-22,113.63
23-May-22,115.13
24-May-22,115.77
25-May-22,116.41
26-May-22,119.81
27-May-22,121.19
30-May-22,123.01
31-May-22,125.53
1-Jun-22,122.2
3-Jun-22,125.68
6-Jun-22,124.99
7-Jun-22,126.89
8-Jun-22,129.2
9-Jun-22,128.47
10-Jun-22,127.44
13-Jun-22,128.44
14-Jun-22,127.02
15-Jun-22,124.96
16-Jun-22,125.78
17-Jun-22,119.22
20-Jun-22,118.25
21-Jun-22,118.51
22-Jun-22,115.54
23-Jun-22,114.5
24-Jun-22,117.36
27-Jun-22,119.69
28-Jun-22,122.21
29-Jun-22,120.8
30-Jun-22,119.78
1-Jul-22,119.21
4-Jul-22,121.8
5-Jul-22,110.49
6-Jul-22,108.54
7-Jul-22,113.4
8-Jul-22,113.95
11-Jul-22,114.85
12-Jul-22,106.98
13-Jul-22,107.17
14-Jul-22,107.74
15-Jul-22,112.26
18-Jul-22,117.27
19-Jul-22,114.96
20-Jul-22,115.86
21-Jul-22,112.81
22-Jul-22,106.77
25-Jul-22,108.23
26-Jul-22,107.32
27-Jul-22,109.64
28-Jul-22,109.68
29-Jul-22,111.51
1-Aug-22,106.09
2-Aug-22,106.51
3-Aug-22,101.82
4-Aug-22,97.99
5-Aug-22,100.31
8-Aug-22,103.46
9-Aug-22,103.81
10-Aug-22,105.06
11-Aug-22,107.19
12-Aug-22,103.7
15-Aug-22,98.25
16-Aug-22,95.36
17-Aug-22,97.22
18-Aug-22,96.35
19-Aug-22,96.45
22-Aug-22,95.06
23-Aug-22,99.49
24-Aug-22,99.87
25-Aug-22,98.81
26-Aug-22,101.13
30-Aug-22,99.34
31-Aug-22,96.55
1-Sep-22,92.24
2-Sep-22,93.09
5-Sep-22,94.22
6-Sep-22,91.43
7-Sep-22,86.83
8-Sep-22,87.99
9-Sep-22,91.68
12-Sep-22,93.45
13-Sep-22,92.04
14-Sep-22,92.83
15-Sep-22,89.28
16-Sep-22,89.43
20-Sep-22,89.62
21-Sep-22,89.86
22-Sep-22,90.4
23-Sep-22,84.29
26-Sep-22,82.55
27-Sep-22,85.97
28-Sep-22,89.55
29-Sep-22,89.41
30-Sep-22,88.9
3-Oct-22,90.68
4-Oct-22,93.74
5-Oct-22,94.35
6-Oct-22,95.65
7-Oct-22,98.88
10-Oct-22,97.13
11-Oct-22,95.17
12-Oct-22,93.44
13-Oct-22,95.16
14-Oct-22,92.22
17-Oct-22,91.04
18-Oct-22,89.46
19-Oct-22,91.34
20-Oct-22,91.52
21-Oct-22,91.82
24-Oct-22,91.57
25-Oct-22,91.76
26-Oct-22,92.93
27-Oct-22,94.17
28-Oct-22,94.64
31-Oct-22,93.3
1-Nov-22,95.12
2-Nov-22,96.07
3-Nov-22,95.29
4-Nov-22,99.53
7-Nov-22,99.87
8-Nov-22,96.85
9-Nov-22,93.05
10-Nov-22,94.25
11-Nov-22,96.37
14-Nov-22,93.59
15-Nov-22,94.3
16-Nov-22,92.61
17-Nov-22,91
18-Nov-22,88.93
21-Nov-22,88.44
22-Nov-22,88.65
23-Nov-22,85.9
24-Nov-22,85.59
25-Nov-22,83.4
28-Nov-22,83.5
29-Nov-22,83.22
30-Nov-22,85.61
1-Dec-22,86.28
2-Dec-22,86.54
5-Dec-22,83.36
6-Dec-22,79.92
7-Dec-22,77.11
8-Dec-22,76.02
9-Dec-22,76.37
12-Dec-22,78
13-Dec-22,80.14
14-Dec-22,83.33
15-Dec-22,82.34
16-Dec-22,80.2
19-Dec-22,81.66
20-Dec-22,79.45
21-Dec-22,80.25
22-Dec-22,79.58
23-Dec-22,82.45
28-Dec-22,81.7
29-Dec-22,80.96
30-Dec-22,82.82
3-Jan-23,80.36
4-Jan-23,75.31
5-Jan-23,76.73
6-Jan-23,76.41
9-Jan-23,77.5
10-Jan-23,78.4
11-Jan-23,81.11
12-Jan-23,82.59
13-Jan-23,83.43
16-Jan-23,82.65
17-Jan-23,84.38
18-Jan-23,83.78
19-Jan-23,85.08
20-Jan-23,86.96
23-Jan-23,87.54
24-Jan-23,85.25
25-Jan-23,85.08
26-Jan-23,86.29
27-Jan-23,85.36
30-Jan-23,84.9
31-Jan-23,83.42
1-Feb-23,81.61
2-Feb-23,80.57
3-Feb-23,78.85
6-Feb-23,80.48
7-Feb-23,82.92
8-Feb-23,84.17
9-Feb-23,83.46
10-Feb-23,85.46
13-Feb-23,85.98
14-Feb-23,84.96
15-Feb-23,84.11
16-Feb-23,83.84
17-Feb-23,81.97
20-Feb-23,82.79
21-Feb-23,82.14
22-Feb-23,79.55
23-Feb-23,82.08
24-Feb-23,82.31
27-Feb-23,81.24
28-Feb-23,83.21
1-Mar-23,83.68
2-Mar-23,84.15
3-Mar-23,85.74
6-Mar-23,85.86
7-Mar-23,83.03
8-Mar-23,82.1
9-Mar-23,81
10-Mar-23,82.3
13-Mar-23,79.67
14-Mar-23,76.77
15-Mar-23,74.3
16-Mar-23,73.12
17-Mar-23,71.03
20-Mar-23,72.42
21-Mar-23,74.78
22-Mar-23,76.08
23-Mar-23,74.31
24-Mar-23,73.63
27-Mar-23,76.8
28-Mar-23,78.07
29-Mar-23,77.51
30-Mar-23,78.45
31-Mar-23,79.19
3-Apr-23,85.81
4-Apr-23,85.7
5-Apr-23,85.89
6-Apr-23,86.56
11-Apr-23,87.32
12-Apr-23,88.31
13-Apr-23,86.51
14-Apr-23,87.31
17-Apr-23,85.63
18-Apr-23,85.48
19-Apr-23,85.34
20-Apr-23,83.29
21-Apr-23,83.36
24-Apr-23,84.23
25-Apr-23,82.13
26-Apr-23,79.19
27-Apr-23,80.11
28-Apr-23,81.32
2-May-23,76.71
3-May-23,72.91
4-May-23,73
5-May-23,75.85
9-May-23,77.76
10-May-23,76.7
11-May-23,75.32
12-May-23,74.54
15-May-23,75.46
16-May-23,75.15
17-May-23,76.98
18-May-23,75.75
19-May-23,75.42
22-May-23,75.77
23-May-23,76.66
24-May-23,77.99
25-May-23,75.66
26-May-23,76.33
30-May-23,73.38
31-May-23,71.98
1-Jun-23,74.18
2-Jun-23,76
5-Jun-23,76.61
6-Jun-23,76.22
7-Jun-23,76.85
8-Jun-23,75.88
9-Jun-23,74.74
12-Jun-23,71.8
13-Jun-23,74.24
14-Jun-23,73.39
15-Jun-23,75.75
16-Jun-23,76.76
19-Jun-23,76.09
20-Jun-23,75.79
21-Jun-23,76.92
22-Jun-23,73.93
23-Jun-23,73.56
26-Jun-23,73.86
27-Jun-23,71.88
28-Jun-23,73.64
29-Jun-23,73.86
30-Jun-23,74.51
3-Jul-23,74.52
4-Jul-23,76.23
5-Jul-23,76.74
6-Jul-23,76.72
7-Jul-23,78.77
10-Jul-23,77.83
11-Jul-23,79.54
12-Jul-23,80.35
13-Jul-23,81.31
14-Jul-23,79.9
17-Jul-23,77.8
18-Jul-23,79.54
19-Jul-23,79.38
20-Jul-23,79.62
21-Jul-23,81.06
24-Jul-23,82.53
25-Jul-23,83.46
26-Jul-23,82.98
27-Jul-23,84.28
28-Jul-23,84.49
31-Jul-23,85.22
1-Aug-23,85.34
2-Aug-23,84.01
3-Aug-23,86.19
4-Aug-23,87.38
7-Aug-23,86.47
8-Aug-23,88
9-Aug-23,89.31
10-Aug-23,87.44
11-Aug-23,87.93
14-Aug-23,87.4
15-Aug-23,86.28
16-Aug-23,84.49
17-Aug-23,85.24
18-Aug-23,85.92
21-Aug-23,85.44
22-Aug-23,84.7
23-Aug-23,83.94
24-Aug-23,84.07
25-Aug-23,85.42
29-Aug-23,86.37
30-Aug-23,86.62
31-Aug-23,87.29
1-Sep-23,89.98
4-Sep-23,90.42
5-Sep-23,91.25
6-Sep-23,91.79
7-Sep-23,91.16
8-Sep-23,91.85
11-Sep-23,91.97
12-Sep-23,93.58
13-Sep-23,93.04
14-Sep-23,95.2
15-Sep-23,95.55
18-Sep-23,95.95
19-Sep-23,96.11
20-Sep-23,94.56
21-Sep-23,93.7
22-Sep-23,93.99
25-Sep-23,94.01
26-Sep-23,94.46
27-Sep-23,97.1
28-Sep-23,96.64
29-Sep-23,95.86
2-Oct-23,91.21
3-Oct-23,94.46
4-Oct-23,89.83
5-Oct-23,88.28
6-Oct-23,87.86
9-Oct-23,91.37
10-Oct-23,90.7
11-Oct-23,87.58
12-Oct-23,88.4
13-Oct-23,94.33
16-Oct-23,90.99
17-Oct-23,92.52
18-Oct-23,91.99
19-Oct-23,93.12
20-Oct-23,93.72
23-Oct-23,91.88
24-Oct-23,88
25-Oct-23,90.14
26-Oct-23,88.45
27-Oct-23,90.73
30-Oct-23,90.73
31-Oct-23,86.82
1-Nov-23,86.92
2-Nov-23,89.02
3-Nov-23,87.55
6-Nov-23,87.31
7-Nov-23,83.43
8-Nov-23,81.46
9-Nov-23,81.74
10-Nov-23,83.66
13-Nov-23,84.09
14-Nov-23,84.2
15-Nov-23,82.4
16-Nov-23,77.73
17-Nov-23,81.22
20-Nov-23,83.25
21-Nov-23,82.42
22-Nov-23,81.76
23-Nov-23,80.85
24-Nov-23,79.82
27-Nov-23,79.49
28-Nov-23,81.66
29-Nov-23,82.98
30-Nov-23,81.72
1-Dec-23,78.72
4-Dec-23,78.16
5-Dec-23,77.27
6-Dec-23,74.33
7-Dec-23,74.21
8-Dec-23,75.94
11-Dec-23,75.75
12-Dec-23,74.11
13-Dec-23,74.14
14-Dec-23,77.05
15-Dec-23,76.84
18-Dec-23,78.89
19-Dec-23,79.82
20-Dec-23,81.1
21-Dec-23,80.73
22-Dec-23,80.23
27-Dec-23,80.97
28-Dec-23,79.04
29-Dec-23,77.69
2-Jan-24,76.24
3-Jan-24,77.18
4-Jan-24,75.79
5-Jan-24,78.31
8-Jan-24,75.47
9-Jan-24,77.97
10-Jan-24,78.46
11-Jan-24,80.21
12-Jan-24,79.89
15-Jan-24,79.76
16-Jan-24,80.15
17-Jan-24,78.88
18-Jan-24,81.04
19-Jan-24,80.71
22-Jan-24,81.7
23-Jan-24,82.04
24-Jan-24,82.15
25-Jan-24,82.33
26-Jan-24,83.34
29-Jan-24,83.99
30-Jan-24,84.14
31-Jan-24,82.98
1-Feb-24,82.2
2-Feb-24,79.54
5-Feb-24,79.3
6-Feb-24,80.46
7-Feb-24,81.18
8-Feb-24,83.01
9-Feb-24,83.58
12-Feb-24,83.88
13-Feb-24,84.72
14-Feb-24,84.41
15-Feb-24,84.33
16-Feb-24,84.88
19-Feb-24,85.52
20-Feb-24,84.78
21-Feb-24,84.77
22-Feb-24,85.84
23-Feb-24,84.18
26-Feb-24,84.01
27-Feb-24,83.8
28-Feb-24,84.08
29-Feb-24,84.57
1-Mar-24,84.82
4-Mar-24,86.58
5-Mar-24,85.82
6-Mar-24,86.59
7-Mar-24,84.88
8-Mar-24,84.29
11-Mar-24,83.44
12-Mar-24,83.66
13-Mar-24,83.95
14-Mar-24,86.16
15-Mar-24,85.39
18-Mar-24,86.47
19-Mar-24,87.36
20-Mar-24,85.77
21-Mar-24,84.92
22-Mar-24,84.87
25-Mar-24,86.18
26-Mar-24,85.91
27-Mar-24,84.94
28-Mar-24,86.17
2-Apr-24,87.63
3-Apr-24,90.6
4-Apr-24,90.32
5-Apr-24,92.81
8-Apr-24,91.73
9-Apr-24,92.13
10-Apr-24,91.57
11-Apr-24,91.49
12-Apr-24,93.12
15-Apr-24,90.84
16-Apr-24,91.29
17-Apr-24,89.54
18-Apr-24,88.34
19-Apr-24,87.96
22-Apr-24,87.3
23-Apr-24,88.29
24-Apr-24,89.02
25-Apr-24,88.1
26-Apr-24,89.95
29-Apr-24,88.44
30-Apr-24,88.23
1-May-24,83.55
2-May-24,84.81
3-May-24,83.6
7-May-24,82.69
8-May-24,82.44
9-May-24,83.27
10-May-24,83.39
13-May-24,83.18
14-May-24,81
15-May-24,79.98
16-May-24,81.65
17-May-24,82.24
20-May-24,81.91
21-May-24,81.22
22-May-24,79.9
23-May-24,79.25
24-May-24,78.92
28-May-24,81.34
29-May-24,81.5
30-May-24,81.42
31-May-24,79.41
3-Jun-24,76.45
4-Jun-24,75.33
5-Jun-24,75.41
6-Jun-24,77.62
7-Jun-24,78.12
10-Jun-24,79.59
11-Jun-24,80.15
12-Jun-24,80.52
13-Jun-24,81.44
14-Jun-24,81.49
17-Jun-24,82.45
18-Jun-24,84.79
19-Jun-24,85.64
20-Jun-24,85.92
21-Jun-24,86.42
24-Jun-24,86.75
25-Jun-24,86.81
26-Jun-24,85.76
27-Jun-24,87
28-Jun-24,87.26
1-Jul-24,86.57
2-Jul-24,88.28
3-Jul-24,88.25
4-Jul-24,88.34
5-Jul-24,88.66
8-Jul-24,87.15
9-Jul-24,86.48
10-Jul-24,86.55
11-Jul-24,86.49
12-Jul-24,87.35
15-Jul-24,86.42
16-Jul-24,86.6
17-Jul-24,85.76
18-Jul-24,86.26
19-Jul-24,85.19
22-Jul-24,83.44
23-Jul-24,82.2
24-Jul-24,83.01
25-Jul-24,82.58
26-Jul-24,81.35
29-Jul-24,80.94
30-Jul-24,79.26
31-Jul-24,81.39
1-Aug-24,81.37
2-Aug-24,78.35
5-Aug-24,77.51
6-Aug-24,76.62
7-Aug-24,78.26
8-Aug-24,80.76
9-Aug-24,81.07
12-Aug-24,83.06
13-Aug-24,82.51
14-Aug-24,82.15
15-Aug-24,83.09
16-Aug-24,81.56
19-Aug-24,81.09
20-Aug-24,78.85
21-Aug-24,78.77
22-Aug-24,78.8
23-Aug-24,80.34
27-Aug-24,81.51
28-Aug-24,80.04
29-Aug-24,81.55
30-Aug-24,80.2
2-Sep-24,77.82
3-Sep-24,76.46
4-Sep-24,74.67
5-Sep-24,74.47
6-Sep-24,72.82
9-Sep-24,72.37
10-Sep-24,70.34
11-Sep-24,70.31
12-Sep-24,73.81
13-Sep-24,73.68
16-Sep-24,73.96
17-Sep-24,74.55
18-Sep-24,74.52
19-Sep-24,75.93
20-Sep-24,75.96
23-Sep-24,74.95
24-Sep-24,75.29
25-Sep-24,75.4
26-Sep-24,73.06
27-Sep-24,71.63
30-Sep-24,72.35
1-Oct-24,75.3
2-Oct-24,74.86
3-Oct-24,77.57
4-Oct-24,79.32
7-Oct-24,81.74
8-Oct-24,78.19
9-Oct-24,77.06
10-Oct-24,79.45
11-Oct-24,80.27
14-Oct-24,78.47
15-Oct-24,73.68
16-Oct-24,73.65
17-Oct-24,74.37
18-Oct-24,72.75
21-Oct-24,73.29
22-Oct-24,75.59
23-Oct-24,74.68
24-Oct-24,74.27
25-Oct-24,75.62
28-Oct-24,71.87
29-Oct-24,71.09
30-Oct-24,73.21
31-Oct-24,73.25
1-Nov-24,73.63
4-Nov-24,74.89
5-Nov-24,76.98
6-Nov-24,76.52
7-Nov-24,75.73
8-Nov-24,74.04
11-Nov-24,72.19
12-Nov-24,72.56
13-Nov-24,72.86
14-Nov-24,73.39
15-Nov-24,73.45
18-Nov-24,74.35
19-Nov-24,74.32
20-Nov-24,74.33
21-Nov-24,75.09
22-Nov-24,76.1
25-Nov-24,74.27
26-Nov-24,74.56
27-Nov-24,73.91
28-Nov-24,73.92
29-Nov-24,74.16
2-Dec-24,72.81
3-Dec-24,74.8
4-Dec-24,74.68
5-Dec-24,73.78
6-Dec-24,73.78
9-Dec-24,73.73
10-Dec-24,73.64
11-Dec-24,74.38
12-Dec-24,73.52
13-Dec-24,74.89
16-Dec-24,74.3
17-Dec-24,73.16
18-Dec-24,74.57
19-Dec-24,73.75
20-Dec-24,73.19
23-Dec-24,72.12
24-Dec-24,73.5
27-Dec-24,73.77
30-Dec-24,74.24
31-Dec-24,74.58
2-Jan-25,76.14
3-Jan-25,76.72
6-Jan-25,77.27
7-Jan-25,77.84
8-Jan-25,77.37
9-Jan-25,78.44
10-Jan-25,79.76
13-Jan-25,82.69
14-Jan-25,82.39
15-Jan-25,83.48
16-Jan-25,82.39
17-Jan-25,83.02
20-Jan-25,81.68
21-Jan-25,80.57
22-Jan-25,80
23-Jan-25,78.62
24-Jan-25,78.71
27-Jan-25,77.3
28-Jan-25,78.01
29-Jan-25,77.02
30-Jan-25,77.42
31-Jan-25,77.11
3-Feb-25,76.49
4-Feb-25,76.58
5-Feb-25,74.71
6-Feb-25,74.54
7-Feb-25,74.68
10-Feb-25,76.23
11-Feb-25,77.65
12-Feb-25,75.38
13-Feb-25,75.61
14-Feb-25,75.19
17-Feb-25,75.81
18-Feb-25,76.46
19-Feb-25,76.34
20-Feb-25,76.95
21-Feb-25,74.88
24-Feb-25,74.89
25-Feb-25,73.11
26-Feb-25,73.49
27-Feb-25,75.01
28-Feb-25,74.76
3-Mar-25,72.85
4-Mar-25,72.31
5-Mar-25,70.92
6-Mar-25,71.08
7-Mar-25,72.49
10-Mar-25,71.08
11-Mar-25,71.51
12-Mar-25,72.36
13-Mar-25,70.82
14-Mar-25,71.94
17-Mar-25,71.93
18-Mar-25,71.93
19-Mar-25,71.94
20-Mar-25,72.61
21-Mar-25,72.64
24-Mar-25,73.96
25-Mar-25,73.78
26-Mar-25,74.6
27-Mar-25,74.72
28-Mar-25,74.69
31-Mar-25,77.23
1-Apr-25,77.78
2-Apr-25,77.27
3-Apr-25,72.54
4-Apr-25,68.36
7-Apr-25,66.13
8-Apr-25,64.86
9-Apr-25,67.3
10-Apr-25,65.37
11-Apr-25,66.83
14-Apr-25,67.18
